NPI,Gender,State,Region,Credentials,Specialty,Specialty,Opioids,OO.Av,N.Opioids,NO.Av,Opioid.Prescriber,,,,,
1740284405,F,AZ,W,M.D.,Family Practice,MD,361,1,5531,1,1,,,,,
1740284728,F,TN,S,FNP,Nurse Practitioner,NP,36,1,1126,1,1,,,,,
1740285170,M,OR,W,MD,Orthopedic Surgery,MD,244,1,20,1,1,,,,,
1740285212,F,GA,S,M.D.,Psychiatry,MD,0,0,6681,1,0,,,,,
1740285287,F,FL,S,MD,General Practice,MD,39,1,37,1,1,,,,,
1740286921,M,KY,S,MD,Urology,MD,57,1,2168,1,1,,,,,
1740286954,M,PA,NE,MD,Internal Medicine,MD,687,1,9892,1,1,,,,,
1740287523,F,FL,S,NURSE PRACTITIONER,Nurse Practitioner,NP,22,1,2139,1,1,,,,,
1740287762,F,PR,O,MD,Cardiology,MD,25,1,23095,1,1,,,,,
1740287960,M,CA,W,MD,Dermatology,MD,0,0,257,1,0,,,,,
1740288570,M,NJ,NE,M.D.,Internal Medicine,MD,0,0,363,1,1,,,,,
1740288984,F,MI,MW,MD,Internal Medicine,MD,199,1,3454,1,1,,,,,
1740289172,F,NY,NE,CNM,Certified Nurse Midwife,NP,0,0,19,1,0,,,,,
1740289222,M,AK,W,MD,Orthopedic Surgery,MD,38,1,0,0,1,,,,,
1740292036,M,CA,W,M.D.,Internal Medicine,MD,463,1,5475,1,1,,,,,
1740293646,M,CA,W,P.A.,Physician Assistant,PA,100,1,149,1,1,,,,,
1740293745,F,NY,NE,,Psychiatry,MD,0,0,499,1,0,,,,,
1740294016,M,MN,MW,MD,Family Practice,MD,499,1,7789,1,1,,,,,
1740298322,M,CT,NE,M.D.,Internal Medicine,MD,56,1,5747,1,1,,,,,
1740298710,M,PR,O,MD,Emergency Medicine,MD,0,0,863,1,1,,,,,
1740301225,M,NC,S,M.D.,Specialist,MD,0,0,22,1,0,,,,,
1740306372,M,CO,W,MD,Emergency Medicine,MD,0,0,251,1,1,,,,,
1740308592,M,CA,W,MD,Gastroenterology,MD,0,0,65,1,0,,,,,
1740311281,F,AL,S,D.M.D.,Dentist,DDS,0,0,17,1,0,,,,,
1740312842,F,MO,MW,M.D.,Endocrinology,MD,0,0,3201,1,0,,,,,
1740315159,M,OH,MW,DO,Family Practice,DO,139,1,1871,1,1,,,,,
1740316181,M,WI,MW,M.D.,Obstetrics/Gynecology,MD,0,0,47,1,0,,,,,
1740320613,M,DE,S,"D.D.S, P.A.",Dentist,DDS,0,0,229,1,0,,,,,
1740324789,F,VA,S,M.D.,Family Practice,MD,0,0,69,1,0,,,,,
1740334010,F,MD,S,DO,Internal Medicine,DO,0,0,42,1,0,,,,,
1740334606,F,IA,MW,DDS,Dentist,DDS,0,0,33,1,0,,,,,
1740336692,F,CO,W,PA-C,Physician Assistant,PA,36,1,635,1,1,,,,,
1740338201,M,FL,S,D.D.S.,Dentist,DDS,0,0,52,1,0,,,,,
1740338276,M,CA,W,D.D.S.,Dentist,DDS,26,1,45,1,1,,,,,
1740338557,M,CA,W,M.D.,General Surgery,MD,43,1,11,1,1,,,,,
1740338656,M,CA,W,PA,Physician Assistant,PA,0,0,3177,1,0,,,,,
1740340942,M,NY,NE,,Internal Medicine,MD,36,1,4605,1,1,,,,,
1740342088,M,TX,S,,Dentist,DDS,28,1,35,1,1,,,,,
1740343342,M,OH,MW,M.D.,Psychiatry,MD,0,0,2819,1,0,,,,,
1740343565,M,CA,W,M.D.,Family Practice,MD,549,1,3205,1,1,,,,,
1740344183,M,AZ,W,M.D.,General Practice,MD,0,0,111,1,0,,,,,
1740350263,M,FL,S,,Optometry,MD,0,0,11,1,0,,,,,
1740350727,M,WA,W,M.D.,Emergency Medicine,MD,70,1,92,1,1,,,,,
1740356237,M,CA,W,PA,Physician Assistant,PA,89,1,1297,1,1,,,,,
1740356310,M,IL,MW,M.D.,Plastic Surgery,MD,15,1,241,1,1,,,,,
1740356484,F,NJ,NE,PHD,Certified Clinical Nurse Specialist,NP,0,0,44,1,0,,,,,
1740356542,M,NC,S,D.D.S.,Dentist,DDS,32,1,24,1,1,,,,,
1740356914,M,MI,MW,DPM,Podiatry,MD,0,0,49,1,0,,,,,
1740358282,M,MO,MW,M.D.,Internal Medicine,MD,1174,1,14105,1,1,,,,,
1740359629,F,GA,S,MD,Internal Medicine,MD,299,1,10639,1,1,,,,,
1740360197,F,WA,W,MD,Family Practice,MD,12,1,1157,1,1,,,,,
1740362243,M,WV,S,DDS,Maxillofacial Surgery,DDS,34,1,0,0,1,,,,,
1740364983,M,MA,NE,M.D.,Internal Medicine,MD,136,1,1856,1,1,,,,,
1740365154,F,NY,NE,MD,Psychiatry,MD,0,0,217,1,0,,,,,
1740366095,M,GA,S,DDS,Dentist,DDS,16,1,13,1,1,,,,,
1740366491,M,WA,W,,Internal Medicine,MD,261,1,2057,1,1,,,,,
1740367044,M,FL,S,M.D>,Internal Medicine,MD,12,1,129,1,0,,,,,
1740367713,M,WA,W,M.D.,Otolaryngology,MD,0,0,124,1,0,,,,,
1740368117,M,CA,W,DDS,Dentist,DDS,17,1,403,1,1,,,,,
1740373315,M,CA,W,M.D.,Family Practice,MD,94,1,2512,1,1,,,,,
1740374123,F,NM,W,MD,Internal Medicine,MD,0,0,47,1,0,,,,,
1740374834,M,FL,S,M.D.,Family Practice,MD,0,0,59,1,0,,,,,
1740377001,M,CA,W,D.O.,Radiation Oncology,DO,0,0,73,1,1,,,,,
1740379866,M,GA,S,M.D.,Gastroenterology,MD,86,1,514,1,1,,,,,
1740379916,M,SC,S,M.D.,Vascular Surgery,MD,213,1,291,1,1,,,,,
1740380880,M,CA,W,M.D.,Cardiology,MD,228,1,5869,1,1,,,,,
1740381524,F,NY,NE,MD,Internal Medicine,MD,77,1,2167,1,1,,,,,
1740381789,F,TX,S,D.D.S.,Dentist,DDS,0,0,16,1,0,,,,,
1740383280,M,NY,NE,DDS,Oral Surgery (dentists only),DDS,17,1,32,1,1,,,,,
1740383306,M,NM,W,DMD,Dentist,DDS,16,1,20,1,1,,,,,
1740384320,M,TN,S,PA,Physician Assistant,PA,221,1,86,1,1,,,,,
1740385533,M,OK,S,M.D.,Internal Medicine,MD,398,1,6874,1,1,,,,,
1740385699,F,GA,S,M.D.,Family Practice,MD,0,0,11,1,0,,,,,
1740386622,M,MI,MW,MD,General Practice,MD,0,0,44,1,0,,,,,
1740387547,F,IL,MW,MD,Psychiatry,MD,0,0,1275,1,0,,,,,
1740388396,M,TX,S,MD,Cardiology,MD,0,0,2574,1,0,,,,,
1740388958,M,NC,S,D.D.S.,Dentist,DDS,27,1,163,1,1,,,,,
1740388966,F,NY,NE,N.P.,Nurse Practitioner,NP,0,0,167,1,1,,,,,
1740390574,F,NY,NE,MD,Emergency Medicine,MD,11,1,66,1,1,,,,,
1740391234,M,KY,S,M.D.,Otolaryngology,MD,52,1,197,1,1,,,,,
1740391663,M,NH,NE,M.D.,Internal Medicine,MD,121,1,2745,1,1,,,,,
1740395219,F,NE,MW,APRN,Registered Nurse,NP,91,1,925,1,1,,,,,
1740395334,M,PA,NE,MD,Neurology,MD,0,0,1345,1,0,,,,,
1740395979,M,TX,S,DDS,Dentist,DDS,30,1,58,1,1,,,,,
1740396134,F,IL,MW,M.D.,Psychiatry,MD,0,0,1067,1,0,,,,,
1740397009,M,CA,W,DDS,Dentist,DDS,12,1,0,0,1,,,,,
1740397546,F,MI,MW,M.D.,Rheumatology,MD,167,1,481,1,1,,,,,
1740398601,M,SC,S,MD,Internal Medicine,MD,0,0,1227,1,0,,,,,
1740400571,F,PA,NE,MD,Urology,MD,0,0,18,1,0,,,,,
1740401314,M,OH,MW,DMD,Dentist,DDS,0,0,39,1,1,,,,,
1740404516,M,PA,NE,MD,Radiation Oncology,MD,21,1,114,1,1,,,,,
1740405471,M,PR,O,D.M.D,Dentist,DDS,0,0,192,1,0,,,,,
1740407329,M,CA,W,M.D.,Psychiatry & Neurology,MD,0,0,79,1,1,,,,,
1740411628,M,CA,W,,Dermatology,MD,0,0,269,1,0,,,,,
1740414861,M,AR,S,M.D.,Vascular Surgery,MD,15,1,15,1,1,,,,,
1740418284,M,MO,MW,M.D.,Family Practice,MD,204,1,2054,1,1,,,,,
1740428101,M,CA,W,PA-C,Physician Assistant,PA,19,1,11,1,1,,,,,
1740431212,M,IA,MW,M.D.,Internal Medicine,MD,0,0,121,1,0,,,,,
1740433614,M,CA,W,,Dentist,DDS,0,0,424,1,0,,,,,
1740441492,M,OH,MW,"MD, PHD",Obstetrics/Gynecology,MD,0,0,27,1,0,,,,,
1740448182,M,NC,S,,Physician Assistant,PA,0,0,14,1,0,,,,,
1740448414,M,NV,W,DO,Gastroenterology,DO,0,0,451,1,0,,,,,
1740449545,M,FL,S,M.D.,Pulmonary Disease,MD,0,0,70,1,0,,,,,
1740451566,M,CA,W,M.D.,Psychiatry,MD,0,0,3880,1,0,,,,,
1740456920,M,DC,S,M.D.,Ophthalmology,MD,0,0,32,1,0,,,,,
1740471077,F,VA,S,DO,Emergency Medicine,DO,0,0,13,1,1,,,,,
1740472885,F,NJ,NE,MD,Internal Medicine,MD,150,1,1837,1,1,,,,,
1740479492,M,CA,W,PA-C,Certified Clinical Nurse Specialist,NP,55,1,486,1,1,,,,,
1740482421,M,OR,W,DDS,Dentist,DDS,16,1,18,1,1,,,,,
1740485929,F,IL,MW,M.D.,Internal Medicine,MD,0,0,74,1,0,,,,,
1740486034,F,ME,NE,D.O.,Internal Medicine,DO,274,1,4738,1,1,,,,,
1740486471,M,CA,W,M.D,Psychiatry & Neurology,MD,0,0,167,1,0,,,,,
1740487198,M,MI,MW,MD,Family Practice,MD,30,1,659,1,1,,,,,
1740487370,F,NY,NE,NURSE PRACTITIONER,Nurse Practitioner,NP,34,1,12,1,1,,,,,
1740488998,M,CA,W,MD,Internal Medicine,MD,1335,1,8808,1,1,,,,,
1740491026,M,MI,MW,M.D.,General Surgery,MD,17,1,11,1,1,,,,,
1740492685,F,VA,S,MD,Obstetrics/Gynecology,MD,0,0,15,1,0,,,,,
1740493717,F,CA,W,DO,Pediatric Medicine,DO,0,0,436,1,0,,,,,
1740496645,F,IN,MW,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1740500750,F,MD,S,CRNP,Nurse Practitioner,NP,76,1,100,1,1,,,,,
1740504067,M,PA,NE,M.D.,Internal Medicine,MD,0,0,12,1,0,,,,,
1740507151,F,NC,S,MD,Family Practice,MD,129,1,2182,1,1,,,,,
1740507367,F,CA,W,M.D.,Internal Medicine,MD,0,0,729,1,1,,,,,
1740508191,F,NY,NE,MD,Pulmonary Disease,MD,0,0,815,1,0,,,,,
1740514082,F,CA,W,PA-C,Physician Assistant,PA,14,1,733,1,1,,,,,
1740514421,M,CT,NE,DMD,Dentist,DDS,0,0,12,1,0,,,,,
1740520436,F,TX,S,PAC,Physician Assistant,PA,27,1,623,1,1,,,,,
1740526797,F,NC,S,NP,Nurse Practitioner,NP,0,0,55,1,0,,,,,
1740528546,F,AR,S,APN,Nurse Practitioner,NP,0,0,115,1,0,,,,,
1740529072,F,NJ,NE,PA-C,Physician Assistant,PA,17,1,11,1,1,,,,,
1740539535,F,FL,S,PA,Physician Assistant,PA,0,0,67,1,0,,,,,
1740541473,F,OK,S,MD,Psychiatry & Neurology,MD,0,0,11,1,0,,,,,
1740543818,F,NJ,NE,M.D.,Family Practice,MD,0,0,12,1,0,,,,,
1740544857,M,RI,NE,M.D.,Internal Medicine,MD,0,0,77,1,0,,,,,
1740545755,F,MN,MW,PA-C,Physician Assistant,PA,19,1,0,0,1,,,,,
1740545789,M,IL,MW,D.O,Student in an Organized Health Care Education/Training Program,DO,0,0,76,1,0,,,,,
1740546829,F,WI,MW,D.O,Family Practice,DO,27,1,389,1,1,,,,,
1740553338,M,CO,W,,Dentist,DDS,12,1,61,1,1,,,,,
1740570142,M,PA,NE,M.D.,Family Practice,MD,61,1,1082,1,1,,,,,
1740572999,F,NY,NE,MD,Student in an Organized Health Care Education/Training Program,MD,0,0,65,1,0,,,,,
1740574730,F,NC,S,MD,Student in an Organized Health Care Education/Training Program,MD,18,1,14,1,1,,,,,
1740575471,F,OH,MW,FNP-BC,Nurse Practitioner,NP,0,0,14,1,0,,,,,
1740590231,M,IL,MW,M.D.,Family Practice,MD,76,1,792,1,1,,,,,
1740591494,F,MO,MW,D.O.,Internal Medicine,DO,0,0,165,1,1,,,,,
1740593482,M,PA,NE,MD,Family Practice,MD,123,1,1835,1,1,,,,,
1740593565,F,MN,MW,D.P.M.,Podiatry,MD,22,1,0,0,1,,,,,
1740594456,F,AR,S,DDS,Dentist,DDS,77,1,148,1,1,,,,,
1740595354,F,AZ,W,PA-C,Physician Assistant,PA,31,1,223,1,1,,,,,
1740598457,M,LA,S,M.D.,Family Practice,MD,0,0,154,1,0,,,,,
1740599455,M,WI,MW,,Dentist,DDS,0,0,62,1,0,,,,,
1740618156,F,NJ,NE,,Nurse Practitioner,NP,178,1,2859,1,1,,,,,
1740626894,F,UT,W,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,12,1,0,,,,,
1740627736,M,TX,S,M.D.,Orthopaedic Surgery,MD,26,1,0,0,1,,,,,
1740628486,F,MA,NE,M.D.,Internal Medicine,MD,0,0,12,1,0,,,,,
1740629351,M,MS,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,354,1,0,,,,,
1740629625,F,AR,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,15,1,1,,,,,
1750300356,M,TN,S,M.D.,Urology,MD,47,1,1180,1,1,,,,,
1750300661,F,CA,W,M.D.,Internal Medicine,MD,1147,1,25255,1,1,,,,,
1750303079,M,MI,MW,M.D.,Dermatology,MD,0,0,508,1,0,,,,,
1750303962,M,VA,S,M.D.,Orthopedic Surgery,MD,38,1,160,1,1,,,,,
1750305991,F,CA,W,M.D.,Obstetrics/Gynecology,MD,0,0,362,1,0,,,,,
1750309951,M,RI,NE,P.A.,Physician Assistant,PA,14,1,13,1,1,,,,,
1750310504,M,DC,S,,Neurology,MD,0,0,114,1,1,,,,,
1750311833,M,OR,W,D.O.,Osteopathic Manipulative Medicine,DO,59,1,0,0,1,,,,,
1750313151,M,WA,W,M.D. - PH.D,Nephrology,MD,13,1,1078,1,1,,,,,
1750313508,M,CA,W,MD,Otolaryngology,MD,24,1,593,1,1,,,,,
1750313821,M,CA,W,MD,Emergency Medicine,MD,99,1,99,1,1,,,,,
1750314019,M,CA,W,MD,Internal Medicine,MD,118,1,2436,1,1,,,,,
1750314217,M,TX,S,M.D.,Internal Medicine,MD,164,1,3981,1,1,,,,,
1750316329,M,CA,W,M.D.,Family Practice,MD,30,1,44,1,1,,,,,
1750316444,M,KY,S,M.D.,Cardiac Surgery,MD,65,1,41,1,1,,,,,
1750317889,M,NJ,NE,MD,Family Practice,MD,62,1,2182,1,1,,,,,
1750323028,M,MO,MW,MD,Physical Medicine and Rehabilitation,MD,403,1,346,1,1,,,,,
1750325213,M,NC,S,M.D.,Family Practice,MD,126,1,2863,1,1,,,,,
1750325361,M,VA,S,DDS,Oral Surgery (dentists only),DDS,35,1,82,1,1,,,,,
1750325601,M,TX,S,M.D.,Critical Care (Intensivists),MD,0,0,38,1,1,,,,,
1750326815,M,MD,S,MD,Pulmonary Disease,MD,0,0,44,1,0,,,,,
1750327748,F,TN,S,NP,Nurse Practitioner,NP,0,0,54,1,0,,,,,
1750327961,M,WI,MW,M.D.,Pulmonary Disease,MD,0,0,990,1,0,,,,,
1750328043,M,IN,MW,MD,Family Practice,MD,1262,1,16601,1,1,,,,,
1750328308,M,MD,S,M.D.,Internal Medicine,MD,510,1,10029,1,1,,,,,
1750329298,F,CA,W,"M.D.,",General Practice,MD,70,1,1608,1,1,,,,,
1750329611,M,MO,MW,M.D.,Neurology,MD,0,0,776,1,0,,,,,
1750330049,M,NY,NE,M.D.,Cardiology,MD,0,0,2780,1,0,,,,,
1750330536,M,GA,S,MD,Family Practice,MD,56,1,1063,1,1,,,,,
1750331575,F,KY,S,M.D.,Internal Medicine,MD,825,1,9037,1,1,,,,,
1750332193,M,MI,MW,MD,Internal Medicine,MD,0,0,238,1,0,,,,,
1750332284,M,IA,MW,M.D.,Pathology,MD,26,1,314,1,1,,,,,
1750333431,M,WA,W,ARNP,Nurse Practitioner,NP,478,1,288,1,1,,,,,
1750334108,F,MI,MW,M.D.,Psychiatry,MD,0,0,3490,1,0,,,,,
1750334538,M,NJ,NE,MD,Gastroenterology,MD,0,0,970,1,0,,,,,
1750337440,M,KY,S,M.D.,Emergency Medicine,MD,54,1,11,1,1,,,,,
1750337929,F,NC,S,MD,Neurology,MD,67,1,1597,1,1,,,,,
1750339693,M,NY,NE,PA,Physician Assistant,PA,0,0,350,1,0,,,,,
1750340790,M,NY,NE,M.D.,Internal Medicine,MD,42,1,5800,1,1,,,,,
1750341236,M,FL,S,MD,Internal Medicine,MD,1318,1,14430,1,1,,,,,
1750342572,M,CA,W,MD,Neurology,MD,61,1,474,1,1,,,,,
1750344370,F,TX,S,NP,Nurse Practitioner,NP,0,0,853,1,0,,,,,
1750345898,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,27,1,0,,,,,
1750346201,M,NC,S,M.D.,Orthopedic Surgery,MD,52,1,32,1,1,,,,,
1750346839,F,VT,NE,MD,Family Practice,MD,291,1,5010,1,1,,,,,
1750347282,M,MD,S,D.O.,Internal Medicine,DO,231,1,5916,1,1,,,,,
1750347498,M,LA,S,DDS MD,Maxillofacial Surgery,DDS,45,1,135,1,1,,,,,
1750351961,F,LA,S,PA,Physician Assistant,PA,51,1,809,1,1,,,,,
1750352316,M,VA,S,D.O.,Otolaryngology,DO,112,1,265,1,1,,,,,
1750354411,M,MN,MW,M.D.,Cardiology,MD,0,0,343,1,0,,,,,
1750354809,M,FL,S,MD,Orthopedic Surgery,MD,19,1,62,1,1,,,,,
1750355889,M,GA,S,MD,Emergency Medicine,MD,30,1,87,1,1,,,,,
1750356770,M,VA,S,M.D.,Family Practice,MD,15,1,825,1,1,,,,,
1750357174,M,FL,S,M.D.,Gastroenterology,MD,0,0,461,1,0,,,,,
1750357232,M,MI,MW,MD,Family Practice,MD,861,1,8971,1,1,,,,,
1750357307,M,NH,NE,MD,Anesthesiology,MD,64,1,56,1,1,,,,,
1750361549,M,MI,MW,DO,Cardiology,DO,28,1,224,1,1,,,,,
1750362208,F,WI,MW,PA,Physician Assistant,PA,55,1,0,0,1,,,,,
1750362430,M,NC,S,M.D.,Cardiology,MD,0,0,6578,1,0,,,,,
1750362513,F,AZ,W,M.D.,Family Practice,MD,189,1,2370,1,1,,,,,
1750362794,M,MN,MW,MD,Family Practice,MD,388,1,8736,1,1,,,,,
1750364121,M,LA,S,MD,Physical Medicine and Rehabilitation,MD,15448,1,12042,1,1,,,,,
1750365169,M,IL,MW,M.D.,Family Practice,MD,0,0,12,1,0,,,,,
1750365177,M,NY,NE,DO,Family Practice,DO,76,1,6200,1,1,,,,,
1750366126,M,FL,S,MD,Plastic and Reconstructive Surgery,MD,88,1,193,1,1,,,,,
1750369229,M,OH,MW,M.D.,Emergency Medicine,MD,64,1,104,1,1,,,,,
1750369427,M,MN,MW,M.D.,Neurology,MD,0,0,67,1,1,,,,,
1750369518,M,SC,S,MD,Internal Medicine,MD,181,1,415,1,1,,,,,
1750370508,M,UT,W,PA-C,Physician Assistant,PA,71,1,1142,1,1,,,,,
1750371902,F,PA,NE,M.D.,Emergency Medicine,MD,54,1,70,1,1,,,,,
1750373148,M,VA,S,M.D.,Otolaryngology,MD,0,0,335,1,1,,,,,
1750374260,F,NV,W,N.P.,Nurse Practitioner,NP,28,1,1770,1,1,,,,,
1750374401,F,NY,NE,M.D.,Internal Medicine,MD,20,1,753,1,1,,,,,
1750374435,M,LA,S,MD,Internal Medicine,MD,0,0,15,1,0,,,,,
1750375150,F,TX,S,MD.,Family Practice,MD,435,1,8611,1,1,,,,,
1750375234,F,CA,W,M.D.,Family Practice,MD,253,1,2631,1,1,,,,,
1750375861,F,KY,S,M.D.,Internal Medicine,MD,90,1,7855,1,1,,,,,
1750376703,M,TX,S,M.D.,Internal Medicine,MD,511,1,4898,1,1,,,,,
1750377834,M,FL,S,MD,Gastroenterology,MD,0,0,852,1,0,,,,,
1750377867,M,OR,W,M.D.,Psychiatry & Neurology,MD,0,0,11,1,0,,,,,
1750379103,M,MN,MW,PA-C,Physician Assistant,PA,0,0,245,1,1,,,,,
1750380069,F,TN,S,M.D.,Obstetrics/Gynecology,MD,0,0,80,1,0,,,,,
1750380416,F,SC,S,MD,Family Practice,MD,0,0,125,1,1,,,,,
1750380861,M,OH,MW,MD,Urology,MD,80,1,860,1,1,,,,,
1750382297,M,WV,S,MD,Family Practice,MD,443,1,3197,1,1,,,,,
1750382578,M,KS,MW,M.D.,Emergency Medicine,MD,86,1,188,1,1,,,,,
1750383089,F,MD,S,CRNP,Nurse Practitioner,NP,0,0,11,1,1,,,,,
1750384806,M,TX,S,MD,Internal Medicine,MD,716,1,10568,1,1,,,,,
1750385456,F,TX,S,PA-C,Physician Assistant,PA,19,1,11,1,1,,,,,
1750386140,M,LA,S,,Nurse Practitioner,NP,163,1,5663,1,1,,,,,
1750387023,M,NY,NE,PA,Physician Assistant,PA,12,1,40,1,1,,,,,
1750387056,M,MI,MW,MD,Internal Medicine,MD,2635,1,14999,1,1,,,,,
1750388633,F,CA,W,M.D.,Family Practice,MD,11,1,1228,1,1,,,,,
1750389128,M,MD,S,M.D.,Internal Medicine,MD,0,0,586,1,0,,,,,
1750389268,M,IL,MW,MD,Neurosurgery,MD,0,0,32,1,0,,,,,
1750391272,M,AZ,W,D.D.S.,Dentist,DDS,11,1,0,0,1,,,,,
1750391371,M,FL,S,M.D.,Psychiatry,MD,0,0,6270,1,0,,,,,
1750393112,F,FL,S,DMD,Dentist,DDS,0,0,14,1,0,,,,,
1750394888,M,PA,NE,OD,Optometry,MD,0,0,87,1,0,,,,,
1750396560,F,SD,MW,CNP,Nurse Practitioner,NP,49,1,3409,1,1,,,,,
1750397527,F,GA,S,FNP,Nurse Practitioner,NP,19,1,1620,1,1,,,,,
1750398343,M,MD,S,M.D.,Urology,MD,0,0,759,1,0,,,,,
1750398723,M,TN,S,DO,Family Practice,DO,855,1,8671,1,1,,,,,
1750399150,M,FL,S,ARNP,Nurse Practitioner,NP,0,0,812,1,0,,,,,
1750399986,M,MI,MW,PA,Physician Assistant,PA,0,0,717,1,0,,,,,
1750402541,M,IA,MW,O.D.,Optometry,MD,0,0,415,1,0,,,,,
1750403440,M,MS,S,DMD,Dentist,DDS,33,1,94,1,1,,,,,
1750405767,F,WA,W,NP,Nurse Practitioner,NP,0,0,489,1,0,,,,,
1750406229,F,NC,S,M.D.,Rheumatology,MD,305,1,2000,1,1,,,,,
1750411344,M,MD,S,MD,Obstetrics/Gynecology,MD,0,0,58,1,0,,,,,
1750411435,M,NY,NE,DDS,Dentist,DDS,0,0,44,1,0,,,,,
1750412946,M,LA,S,M.D.,Pain Management,MD,0,0,16,1,0,,,,,
1750416137,M,MD,S,,Internal Medicine,MD,0,0,14,1,0,,,,,
1750418935,M,PA,NE,DMD,Dentist,DDS,0,0,13,1,0,,,,,
1750419578,F,CA,W,D.D.S,Dentist,DDS,0,0,11,1,1,,,,,
1750419677,M,CA,W,M.D.,Psychiatry,MD,0,0,677,1,0,,,,,
1750420006,M,GA,S,M.D.,General Surgery,MD,13,1,0,0,1,,,,,
1750420444,M,IL,MW,MD,Allergy/Immunology,MD,0,0,387,1,0,,,,,
1750421137,M,IN,MW,D.D.S.,Dentist,DDS,0,0,51,1,0,,,,,
1750423190,F,CO,W,PA,Physician Assistant,PA,17,1,439,1,1,,,,,
1750427480,M,MO,MW,MD,Medical Oncology,MD,106,1,402,1,1,,,,,
1750429080,M,PA,NE,PA-C,Physician Assistant,PA,0,0,36,1,0,,,,,
1750429130,M,PA,NE,M.D.,Cardiology,MD,29,1,20683,1,1,,,,,
1750429551,M,FL,S,M.D.,Neurology,MD,16,1,2303,1,0,,,,,
1750430880,M,CA,W,DDS,Dentist,DDS,0,0,22,1,0,,,,,
1750432209,F,WI,MW,M.D.,Family Practice,MD,275,1,2242,1,1,,,,,
1750432266,M,NY,NE,M.D.,Psychiatry,MD,0,0,411,1,0,,,,,
1750432480,M,VA,S,DDS,Dentist,DDS,13,1,53,1,1,,,,,
1750432787,F,NY,NE,M.D.,Internal Medicine,MD,0,0,320,1,0,,,,,
1750433686,M,AR,S,DDS,Dentist,DDS,31,1,14,1,1,,,,,
1750436549,M,NJ,NE,DMD,Dentist,DDS,0,0,52,1,1,,,,,
1750438560,M,IL,MW,MD,Orthopedic Surgery,MD,261,1,217,1,1,,,,,
1750439394,F,OK,S,PA-C,Physician Assistant,PA,0,0,2464,1,0,,,,,
1750439436,F,GA,S,M.D.,Internal Medicine,MD,161,1,6800,1,1,,,,,
1750439733,M,CA,W,MD,Dermatology,MD,0,0,19,1,0,,,,,
1750439741,F,CA,W,MD,Family Practice,MD,284,1,5047,1,1,,,,,
1750440491,M,CA,W,MD,Cardiology,MD,0,0,2750,1,0,,,,,
1750444915,F,NM,W,MD,Medical Oncology,MD,48,1,68,1,1,,,,,
1750445078,M,IN,MW,DDS,Dentist,DDS,0,0,41,1,0,,,,,
1750447272,M,PA,NE,DMD,Dentist,DDS,26,1,43,1,1,,,,,
1750451654,F,NV,W,"RN, BSN, APN",Registered Nurse,NP,0,0,11,1,0,,,,,
1750451936,M,NY,NE,MD,Emergency Medicine,MD,76,1,148,1,1,,,,,
1750452736,F,CA,W,MD,Obstetrics/Gynecology,MD,24,1,79,1,1,,,,,
1750453882,F,NY,NE,D.D.S.,Dentist,DDS,0,0,379,1,0,,,,,
1750456133,M,NY,NE,O.D.,Optometry,MD,0,0,421,1,0,,,,,
1750458758,M,CA,W,MD,General Surgery,MD,0,0,391,1,0,,,,,
1750459707,M,IL,MW,M.D.,Plastic and Reconstructive Surgery,MD,54,1,28,1,1,,,,,
1750460770,F,CT,NE,APRN,Nurse Practitioner,NP,0,0,2379,1,0,,,,,
1750461992,M,CT,NE,MD,Cardiology,MD,0,0,2850,1,0,,,,,
1750463519,M,NJ,NE,M.D.,Internal Medicine,MD,0,0,28,1,0,,,,,
1750463949,M,IL,MW,M.D.,Internal Medicine,MD,0,0,121,1,0,,,,,
1750465324,M,LA,S,M.D.,Plastic and Reconstructive Surgery,MD,0,0,25,1,0,,,,,
1750466124,F,MA,NE,NP,Nurse Practitioner,NP,328,1,735,1,1,,,,,
1750466793,M,MI,MW,MD,Cardiac Electrophysiology,MD,0,0,328,1,0,,,,,
1750469532,M,CA,W,MD,Orthopedic Surgery,MD,71,1,91,1,1,,,,,
1750471777,M,OH,MW,M.D.,Urology,MD,12,1,378,1,1,,,,,
1750472874,F,TX,S,M.D,Pediatric Medicine,MD,0,0,58,1,0,,,,,
1750475729,M,LA,S,D.D.S.,Dentist,DDS,20,1,47,1,1,,,,,
1750478780,F,ND,MW,FNP,Nurse Practitioner,NP,42,1,3962,1,1,,,,,
1750479507,F,MA,NE,MD,Gastroenterology,MD,0,0,285,1,0,,,,,
1750479754,M,AL,S,M.D.,Orthopedic Surgery,MD,513,1,222,1,1,,,,,
1750483244,F,MI,MW,"B.S., PA-C",Physician Assistant,PA,0,0,166,1,0,,,,,
1750483699,M,AR,S,MD,Psychiatry,MD,14,1,1207,1,1,,,,,
1750486015,F,PA,NE,M.D.,Internal Medicine,MD,516,1,11504,1,1,,,,,
1750487385,F,CA,W,MD,Hematology/Oncology,MD,134,1,1386,1,1,,,,,
1750489068,M,NJ,NE,DMD,Dentist,DDS,0,0,38,1,0,,,,,
